,latitude,longitude
567,39.753890000000006,-105.02248
568,39.73761,-104.97702
569,39.69493,-104.96258
570,39.727309999999996,-104.99434
571,39.73725,-105.04059
572,39.72052,-104.97868000000001
573,39.79037,-104.77131
574,39.70041,-104.93105
575,39.72805,-104.99715
576,39.70717,-104.96901000000001
577,39.75591,-104.99134
578,39.70316,-104.93162
579,39.766690000000004,-105.04319
580,39.74437,-104.93405
581,39.76194,-105.03101000000001
582,39.75071,-104.98175
583,39.75408,-104.96574
584,39.74184,-104.92071999999999
585,39.67709,-104.99685
586,39.75415,-105.02172
587,39.75385,-105.02717
588,39.71608,-104.98215
589,39.77687,-105.02126000000001
590,39.70369,-105.01131000000001
591,39.77902,-105.02231
592,39.74223,-104.94814
593,39.75401,-104.99923000000001
594,39.7211,-105.0427
595,39.76101,-104.97863000000001
596,39.67003,-104.98886
597,39.73877,-104.948
598,39.66655,-104.94394
599,39.76737,-105.04328000000001
600,39.690709999999996,-104.9266
601,39.775290000000005,-105.0117
602,39.76356,-104.96666
603,39.75696,-105.01902
604,39.73292,-104.98231000000001
605,39.73372,-104.94646000000002
606,39.75009,-104.9259
607,39.78055,-105.04003
608,39.70397,-105.0231
609,39.75196,-104.97492
610,39.74153,-104.94638
611,39.72101,-104.956
612,39.74692,-104.99598999999999
613,39.76859,-105.01103
614,39.764509999999994,-105.02011999999999
615,39.76283,-104.9474
616,39.743959999999994,-104.9894
617,39.729240000000004,-104.979
618,39.6568,-104.91783000000001
619,39.67225,-104.98886999999999
620,39.75788,-104.96215
621,39.76863,-105.00008999999999
622,39.73826,-104.98225
623,39.76364,-104.94655
624,39.749340000000004,-104.92581000000001
625,39.76101,-104.97492
626,39.72051,-104.993
627,39.75391,-105.04301000000001
628,39.74334,-104.97863999999998
629,39.773720000000004,-104.75231
630,39.75127,-104.96405
631,39.7352,-104.97442
632,39.74762,-104.98331
633,39.73226,-104.98088
634,39.752309999999994,-104.99133
635,39.75215,-104.99113
636,39.75284,-104.99136000000001
637,39.753209999999996,-104.99238999999999
638,39.753809999999994,-104.99309
639,39.75226,-104.99083999999999
640,39.71345,-104.98783999999999
641,39.771159999999995,-104.96779
642,39.75638,-105.05263000000001
643,39.75707,-105.02122
644,39.72289,-104.90709
645,39.75238,-104.98666000000001
646,39.76749,-104.95406000000001
647,39.76305,-104.97115
648,39.764790000000005,-104.97205
649,39.75756,-105.02658999999998
650,39.769870000000004,-105.04348
651,39.763529999999996,-104.9487
652,39.73963,-105.04501
653,39.74126,-104.96607
654,39.74137,-104.97185
655,39.68895,-104.89895
656,39.77854,-104.94893
657,39.76254,-105.03786000000001
658,39.79095,-105.04826000000001
659,39.76232,-105.02008000000001
660,39.73683,-104.98135
661,39.7401,-105.03761000000002
662,39.73235,-104.97431
663,39.73771,-104.96741000000002
664,39.755559999999996,-104.99178
665,39.7388,-104.98251
666,39.75271,-104.98903999999999
667,39.64029,-104.90229
668,39.766290000000005,-105.01857
669,39.65534,-104.92696000000001
670,39.660340000000005,-104.87683999999999
671,39.762229999999995,-104.97446000000001
672,39.71396,-104.98165
673,39.74167,-104.96048
674,39.76124,-105.03158
675,39.69923,-104.95898000000001
676,39.757090000000005,-104.98577
677,39.746179999999995,-104.96242
678,39.70557,-104.92553000000001
679,39.748909999999995,-104.9619
680,39.73659,-104.97200000000001
681,39.69066,-104.97896999999999
682,39.69471,-104.92612
683,39.739329999999995,-104.93338
684,39.7165,-104.93494
685,39.73643,-104.97405
686,39.74276,-104.96717
687,39.755759999999995,-104.95121
688,39.76075,-104.92428999999998
689,39.76338,-105.0373
690,39.6959,-104.93508
691,39.76936,-104.91169
692,39.76571,-104.96118
693,39.73393,-104.97357
694,39.70628,-104.96961
695,39.73413,-104.92411000000001
696,39.77556,-105.00429
697,39.75288,-104.98765
698,39.761790000000005,-105.01487
699,39.75895,-104.96059
700,39.741040000000005,-104.95286999999999
701,39.76593,-105.01471000000001
702,39.76025,-105.00017
703,39.69932,-104.98137
704,39.7652,-105.00352
705,39.717040000000004,-104.99116000000001
706,39.72038,-104.90551
707,39.74373,-105.04563999999999
708,39.67488,-104.91628999999999
709,39.75212,-104.97998
710,39.75719,-104.96423
711,39.67651,-104.95856
712,39.74946,-104.9756
713,39.72936,-104.99588999999999
714,39.69457,-104.90807
715,39.662929999999996,-104.88897
716,39.755990000000004,-104.89708999999999
717,39.759679999999996,-104.97436
718,39.73469,-105.00023999999999
719,39.70205,-104.97912
720,39.742340000000006,-104.94481999999999
721,39.73235,-104.98091000000001
722,39.757740000000005,-104.97164
723,39.7424,-105.04588999999999
724,39.72956,-104.97735
725,39.78884,-105.00917
726,39.675270000000005,-104.98833
727,39.78933,-105.00752
728,39.72903,-104.95128000000001
729,39.79085,-105.00931000000001
730,39.73855,-104.89981
731,39.75764,-105.02061
732,39.718720000000005,-104.98512
733,39.74988,-104.99546000000001
734,39.76702,-104.97431
735,39.73336,-104.96278000000001
736,39.75225,-105.00408
737,39.764309999999995,-105.04364
738,39.74002,-104.98926000000002
739,39.7652,-105.01475
740,39.73516,-104.97145
741,39.73764,-104.97266
742,39.71196,-104.96781999999999
743,39.77071,-104.94338
744,39.75144,-104.98101000000001
745,39.73749,-104.97304
746,39.76605,-105.01141000000001
747,39.70486,-104.96266000000001
748,39.726620000000004,-104.9734
749,39.73738,-104.97381000000001
750,39.7678,-104.99953000000001
751,39.73086,-104.98638999999999
752,39.76365,-105.01421
753,39.73803,-104.97753999999999
754,39.7281,-104.96768999999999
755,39.78826,-104.88752
756,39.72582,-104.92031000000001
757,39.76683,-105.03531000000001
758,39.75747,-104.96932
759,39.716390000000004,-104.98863
760,39.75144,-105.02273000000001
761,39.753609999999995,-104.98248999999998
762,39.71992,-104.99323000000001
763,39.68222,-104.92766
764,39.74853,-105.03918999999999
765,39.67518,-104.97538999999999
766,39.75841,-104.97953999999999
767,39.75397,-105.01975
768,39.76269,-104.97953999999999
769,39.77666,-105.0284
770,39.7488,-105.02106
771,39.745329999999996,-104.99738
772,39.7498,-104.96001000000001
773,39.732279999999996,-105.00067
774,39.7447,-104.96771000000001
775,39.76702,-105.02263
776,39.7582,-105.02273000000001
777,39.730270000000004,-104.99633999999999
778,39.7037,-104.9643
779,39.742709999999995,-104.98218999999999
780,39.72266,-104.90121
781,39.75465,-104.93283999999998
782,39.73365,-104.93529
783,39.762890000000006,-105.04656000000001
784,39.73899,-104.9495
785,39.68786,-104.93673999999999
786,39.77391,-105.01223999999999
787,39.73773,-104.96943
788,39.73493,-105.00466000000002
789,39.75815,-104.96908
790,39.7697,-105.0193
791,39.75394,-104.97502
792,39.75562,-105.05311999999999
793,39.75142,-104.976
794,39.76357,-105.04398
795,39.75065,-104.90423999999999
796,39.70531,-104.98108
797,39.71632,-104.94785
798,39.7481,-104.96144
799,39.74994,-104.96231
800,39.7793,-105.04545
801,39.759159999999994,-104.89496000000001
802,39.73792,-104.94492
803,39.73316,-104.98165
804,39.76619,-105.01903
805,39.72889,-104.97559
806,39.7413,-104.93956999999999
807,39.71667,-104.98586
808,39.75284,-104.91676000000001
809,39.76192,-105.00681999999999
810,39.73675,-104.99875
811,39.73874,-105.04513
812,39.75132,-105.00496000000001
813,39.75592,-105.01602
814,39.723079999999996,-104.90728
815,39.74896,-104.98733999999999
816,39.736540000000005,-104.97465
817,39.743179999999995,-104.96600000000001
818,39.7219,-104.98643
819,39.7599,-104.95568
820,39.6849,-104.89186000000001
821,39.77193,-105.02207
822,39.7607,-105.01505
823,39.77263,-104.75028
824,39.74055,-104.97143999999999
825,39.73733,-104.96803999999999
826,39.72276,-104.98313999999999
827,39.74033,-104.9761
828,39.75938,-105.01466
829,39.645790000000005,-104.91271
830,39.75463,-104.93031
831,39.744679999999995,-104.96888999999999
833,39.74516,-104.98121
834,39.751999999999995,-104.97958
835,39.74722,-104.99593
836,39.746629999999996,-104.98114
837,39.7503,-104.99632
838,39.78606,-105.02185
839,39.727340000000005,-104.91553
840,39.767720000000004,-105.05283999999999
841,39.6937,-104.93857
842,39.74937,-104.99095
843,39.75016,-105.01879
844,39.76569,-104.97471999999999
845,39.7815,-105.03811
846,39.731840000000005,-105.0522
847,39.75758,-104.96931000000001
848,39.76245,-105.04648999999999
849,39.76012,-104.96743000000001
850,39.73487,-104.9709
851,39.67074,-104.94627
852,39.770559999999996,-104.96471000000001
853,39.65688,-104.90861000000001
854,39.74505,-104.99462
855,39.746,-104.99531
856,39.71412,-104.94483999999999
857,39.7305,-104.99748999999998
858,39.633070000000004,-105.09085
859,39.73243,-104.97928999999999
860,39.75088,-105.03748999999999
861,39.74536,-104.99717
862,39.69794,-104.92522
863,39.75795,-104.95241999999999
864,39.670629999999996,-104.95303
865,39.74515,-104.99771000000001
866,39.67132,-104.9819
867,39.75994,-105.01118999999998
868,39.7426,-104.97736
869,39.760040000000004,-105.01671
870,39.7596,-105.01409
871,39.723729999999996,-104.95034
872,39.744170000000004,-104.99503
873,39.774429999999995,-105.00928
874,39.7264,-104.95241000000001
875,39.74215,-104.97345
876,39.74194,-104.97442
877,39.73175,-104.94928
878,39.75763,-104.97363
879,39.68777,-104.98584
880,39.74511,-105.03029
881,39.73154,-105.0381
882,39.76956,-105.02461000000001
883,39.75813,-104.97393000000001
884,39.74655,-104.99651999999999
885,39.74456,-104.99528000000001
886,39.74556,-104.99479
887,39.75587,-105.01745
888,39.72269,-104.90801
889,39.730309999999996,-104.99718999999999
890,39.74712,-104.96115
891,39.74516,-104.9971
892,39.70024,-104.98577
893,39.677209999999995,-104.94153999999999
894,39.75027,-104.99473
895,39.67023,-104.95217
896,39.774359999999994,-105.05278
897,39.66735,-105.04606000000001
898,39.75639,-105.02715
899,39.775040000000004,-105.02622
900,39.753840000000004,-104.99538000000001
901,39.7874,-105.02798
902,39.75716,-104.92125
903,39.757220000000004,-104.97083
904,39.74861,-104.99775
905,39.75898,-104.96926
906,39.70127,-104.97793
907,39.759029999999996,-104.9623
908,39.76352,-105.01123999999999
909,39.76327,-105.01023
910,39.687129999999996,-104.9385
911,39.73187,-104.97298
912,39.71048,-104.91351999999999
913,39.76559,-105.00299999999999
914,39.769079999999995,-104.96475
915,39.76794,-105.04333999999999
916,39.75142,-104.96808
917,39.737829999999995,-105.0531
918,39.790820000000004,-104.88415
919,39.70637,-104.96465
920,39.71532,-104.98456999999999
921,39.73385,-104.97711000000001
922,39.73685,-105.05151000000001
923,39.77578,-105.0031
924,39.7676,-104.91476000000002
925,39.679829999999995,-104.98181000000001
926,39.75654,-104.99283
927,39.762809999999995,-104.90933000000001
928,39.730579999999996,-104.97068999999999
929,39.78835,-104.74323000000001
930,39.70527,-104.96704
931,39.76331,-104.90637
932,39.772859999999994,-105.00183
933,39.743629999999996,-105.02931000000001
934,39.76495,-104.95653999999999
935,39.76202,-104.91638
936,39.75631,-105.05238999999999
937,39.78695,-104.76398
938,39.77812,-105.05075
939,39.78049,-105.04942
940,39.74086,-104.97228999999999
941,39.715309999999995,-104.98693999999999
942,39.75297,-104.96217
943,39.76471,-105.03107
944,39.744640000000004,-104.93971
945,39.76753,-105.04881
